customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
e6305a0a9355e91aad86e234263a41aa,ff4b2772a9368e8b30a1ebd484de12c9,36035,juiz de fora,MG
32140932420c55308ddd876d2b6d7c15,edad2400b07f7f0421c2701b545b42eb,96402,bage,RS
d32ea49b7ca7a371cf86fc543ba44d62,9a200aa474a5e6e4ef70368bffd09910,52041,recife,PE
40efffc7786c7185ed26f5e9b2c3e646,7580e539c3d74ce5ff3946877db01dd2,81010,curitiba,PR
321eaf610c1ff5d6c82a5069ab9b820b,34e7f65257e2109e4668e94403ac0f89,36015,juiz de fora,MG
82bfba21f1ccdbffe8c25920039f6d50,72f4457edfd9a30747e06bdcf34882cb,41820,salvador,BA
8e0aee736b0ca13d2e4e3cba6e3d067f,4c1f2c9958f38cb98a3913c8cb84fc0f,4079,sao paulo,SP
2798cda6f228cfd59d3676f7d9cdb1af,d30558fa40a69e6c76998b56a2e5b3a8,22790,rio de janeiro,RJ
6a798d0efee6cbd32eebdd288a101383,bea4c4d98bcc58f7af61bd6e2d0c9363,30421,belo horizonte,MG
e6be74a356390d0ab7af33d0575552f5,cf6aec4d12f0de8f0bae5f8fc79f02a5,15880,tabapua,SP
a7b38ad4f96bb76aa8900033476aae3f,f6c8301b8d68ec4e16a72196ac6d75a4,88817,criciuma,SC
fbbc61fafbafa45406320a04a2c39c2f,b1ad70441b90fcb12c95f62aabde33d8,20551,rio de janeiro,RJ
db2ba56a5295e78cf97852d6f4f27a9a,187525b0ca98e7002f1fea2684c93c0d,29166,serra,ES
e2510bf12e9b671330c78abaf435ee61,1cbf4e20072a08166b7665e0c69d4771,66015,belem,PA
5bdabb0382d0e9b16869f7e6b1ccda55,64b022312c6969e438f5b34b6c4325a5,86380,andira,PR
312543d64e7713e1993cb0f1eb618a22,497543c6a3a99234d606cc4a9fec386b,35908,bom jesus do amparo,MG
4daaa9308cabd7d0ff4a847b64d97b28,4dfa0f0552ebed4f53e16036808823cb,96010,pelotas,RS
663b2f4912cde86eb883a82b848b75ce,1bcae4b78a0314c222212acbb4b8abec,35420,mariana,MG
dc0dff8cd3ed15ad2039e0bbe4982e42,13097c3575793a91362b51c3f942499d,8790,mogi das cruzes,SP
dbabafe68580d82f1cf47fa008a8e0ba,0c3e0908ca85652d7b8c9545c50f0d59,99010,passo fundo,RS
9ec646fcbea9871a37321f99cbb761fc,a0d3dcd779097f46b70ace35204f69ed,3350,sao paulo,SP
df3efcdc994a1f6f86a732cd76c727f5,6ef48184f5b6e3edbbcfdc9ebf401363,99070,passo fundo,RS
96bf655c5a1979487dc8f2eb06d34336,77ffd877f9f0bd0d7a50fe72a7021d3a,25510,sao joao de meriti,RJ
235efb83cffa6226bb1e9083ebde2a6d,a1d88ad487531e70919ce579fae6df6f,37545,cachoeira de minas,MG
b88501b556eb6ca99d56add0a47ed16b,3f537414e06fdda9c61ba1e272979376,8587,itaquaquecetuba,SP
980af1ce0eacd16f3acd81d8f6e97a61,3e5306add1209e5ba184092dd1587282,71925,brasilia,DF
2d0c80dd7a25610af4d8171318c4c1ce,9728b6943cd66d2000665d9454c8fa33,94060,gravatai,RS
ed8dfaef8250037ed52b478b91870815,2d412c55a2fb76361ba53afa14b9f46a,15350,auriflama,SP
0628c0b91afef1a89539ce9f77a735e0,7c588c097689b0b77fd73d171332b0ba,1312,sao paulo,SP
aefdc01b9a9038b0a534f5442de46956,140e71dc725ab4e267a5e53434ca99bf,89065,blumenau,SC
4bd00237c4d53b54a2f6b67b74499cdd,1340be7b371e305e03786e88b21cdc62,4066,sao paulo,SP
ae7c76a0d9636a9f63bd4e8b54f8ecc6,a012fe8bb6719911e91306badb45e4de,13083,campinas,SP
7089bc699da551ead2aca09f75273371,99c3f1be69344f1fe33b96f66288b8a4,6765,taboao da serra,SP
423797739c8435a3fc5994e2f90bb277,503df4ea403b3c6f2a7a3dda09a1420e,59020,natal,RN
48059e59369b7aa132510079add79bef,669441f5217fb069d3645bc194c7a688,2951,sao paulo,SP
a2b083a1276679c5188e29feb7d4fbe0,56e6c18a2ddbb125db5ff8f5249a17eb,73105,brasilia,DF
222560149e5044a28201217b8179194a,7a75504596fc9c35c3e4e38e9bb48bca,58040,joao pessoa,PB
033230cd77689ed3080a4d79b32132d3,842274dceb0b59c33217cc88a9210831,3363,sao paulo,SP
067715fac053f8972e3887e3784e38f4,4fb2e7406e0e99946ce171d6d7350e1f,4022,sao paulo,SP
f63cb8460e0b173006fa7e7bf9cc71be,23cd944226e9500295fa23bcd265f52c,1451,sao paulo,SP
036a1f0892cbf27e9f3768472ffe7c04,0b638578b967f50cd287cd9db00fbd2c,38475,monte alegre de minas,MG
58a75ca9de60ce1a749012bfccf2c926,9b1b3039181a4ab244ef97c27a825a26,29680,joao neiva,ES
d244544b27337a04e85433087f76c70b,51db8ee75efd87eb70ae4f59ad078ddc,12215,sao jose dos campos,SP
df50aa4e5e65c1e00257ac32ad9167ed,8bcc84e0763714d1d9609f2047aaa93a,88036,florianopolis,SC
2c032031470d729f0d39269f7ddeea0a,d502da9fb1b1b2cd4dd9071978a38fa6,20931,rio de janeiro,RJ
899adc6970ba5932f40b7e42b465d933,447f7f85bb41620cc5e833f7d027e43d,45820,eunapolis,BA
b5a7d50f6d78381d8096b3c3ec58f5e8,2725531e4aec6effc440079bf702027e,13561,sao carlos,SP
bc19d307573bfbeb957808cf9b4cbdaf,4e5438f203266aac84d9dff6c46b777b,28680,cachoeiras de macacu,RJ
4c66e063c2ed8691306b5828b5c66323,21d8cd7ede40eeecc5aaf5c46ccae1a8,3572,sao paulo,SP
09d90069e85e32d938a8b997024c7ce9,371beb9233022ec6eb3b3c0c7e02cdf9,18117,votorantim,SP
0696dbdaab139e1618f92f34becf98ee,338d485b5ab168d22ec22a8efd086044,88220,itapema,SC
7b2dc93ae14fdd68c575ca579d937b71,cd0e81bb667bef6d632fa5a71a076e74,89888,caibi,SC
bd1cb832a06d8e6a2dd57dcc50a6215b,7cf9a5ba40e88213d4234b99a2f1e689,21240,rio de janeiro,RJ
891055fab7b24be84e5541107297b28b,2c0118c17af414801e7a47b543d83625,22031,rio de janeiro,RJ
c358ba3b6586cfe86c59d44af141dbc2,e6dad6995380749fc3e8f0178b5873c3,12490,sao bento do sapucai,SP
bbe745a98d9525399573bfb082bca172,2969b0993476634cf11f7b32c81eacb9,13219,jundiai,SP
f5d29c605e02e4748e78c1f9f2afccd9,950de95cebfdfa0a1f0b4eb9af6e9eb1,13405,piracicaba,SP
3a7f59bfd23506b1997a224724044691,f9ae928da15e82a3fc6f97b3751ebea2,37018,varginha,MG
444bb369d4ab45ab9e65a78c4a2904dd,037bf06ede74c617f31ca7ad8989860f,5514,sao paulo,SP
b624b39871b61bea50020c6c8946239e,911aed9658c324c08af0053e463b5953,18160,salto de pirapora,SP
62f3d61a58b432e64c4cc26e78685bae,894efa8a425be9356724b866215f1e43,95940,arroio do meio,RS
c68309db6c0ca65f8828973a86524c6a,4013fe69a1a2188578ab19e62529acb6,20520,rio de janeiro,RJ
582f764885a50acc20fafaf5f1f6a266,be27517f3c2c8e420f020bab4586510c,23088,rio de janeiro,RJ
79cb6eaafbdbcb9d443dd5ebd01e016c,6b4d70f9e0b26fb3497b1c6bc76ccf2f,29308,cachoeiro de itapemirim,ES
3b1a260815b673185573bec5daed5853,01d1444a9676bab441621b52773035e9,29060,vitoria,ES
270559c34997160d7d5580a68722d1de,1a27a558aac4c4bfe3642b8c9bffcf4f,17730,parapua,SP
0e3f6dc2220b578a198e4ebc48d918f5,42fd12f5f45365b108b1d4b2dd6a22cc,80230,curitiba,PR
0b35cf387e2b991b1a6928a3cb351f0a,0b21a574354d2ed360d0b1b4762e41c9,12246,sao jose dos campos,SP
7f9f5ba7bef25b89818d07e53dfca81b,7a59a36ccc5af501dbb8acbc60d7b4e8,72215,brasilia,DF
802c2f35fdb3e279a6d2b470cf54e4e1,e6a99e42d57964fbc4d12a94460f0b3f,17524,marilia,SP
28976f318be6fab13ebd08f99ad7dc3f,5b6d9e07623d590dc2bca9d345e04072,99050,passo fundo,RS
ff02f44d3f50bba74d4e8679fb6f8a13,bc51b5104f06419ccb7b4dd78db40909,9820,sao bernardo do campo,SP
d86a0beabd6581b04d8b125d230c955e,c811ca8588b8f707c9c1fddcca0dd3f4,38407,uberlandia,MG
de50f74e6eaf84cfbf83ee0c30ff3575,f5101c2ff9596c3c64b380f83c4244df,4134,sao paulo,SP
26c41ae59ad5b339b1a33a20b210af68,bc02d3188d20a8116ec89b454f898297,70655,brasilia,DF
c22bfdfb53e8b78e4e8f250920aaeabc,db8f6f7ec850e5dff109a6ba20988b22,4660,sao paulo,SP
8dd3240312527b0908864e9a69d35722,23262017537d6c2a2b671983cc5b5d81,30140,belo horizonte,MG
57ea77d77b05b87eb8328d8bbcc4b7ef,0556929f4c62baf96feafe4e1b52bc0b,41490,salvador,BA
1158880cb12ee968e191aef4c23db263,467bf79ce2396e5892760388eae4fcce,2563,sao paulo,SP
a2378de6cd63315863ff5b54a9755753,d190ee8bdd460c2dd149e2912ba9cd20,13145,paulinia,SP
edf79f26de20af3499b50c3f1375bedf,83204b6332128225f205aec5935261d2,3734,sao paulo,SP
a8a4952b701b04202be1387a00994c4c,0898c2299401ffc450e9947c93f1aa53,14031,ribeirao preto,SP
ce2fd81481eeda40090e0a1e373d8e36,1c055106e8229b8677d8263c81014fde,8587,itaquaquecetuba,SP
f9212cd382c1a1ff756884fba22217af,4756cdfaa2f859fb9459ce92f4ae1ac2,96503,cachoeira do sul,RS
f5979320bea5e795ed0abb381c95f23d,4607ebe4da4df058df9de4562957e268,81900,curitiba,PR
3d3e7494fc24a4f50a6bff232428f8fe,9298fccf4e18c9a1cdf6c81de201198c,58030,joao pessoa,PB
b763363c36f3327a9c377ba236a069b2,71bb258c3488c3ea32219c64c000ff3d,48031,alagoinhas,BA
0b95e76c8ededa5139d9f8b5eed8f904,9571fc1b978dab6e1f488d52855ef622,13276,valinhos,SP
dcfb96c5d141b3b9d90ffcb21fd45e5e,8c532c86e424b28e85997dd891e26d5d,23068,rio de janeiro,RJ
2bf0b7d39b5ee8eb16853ad8f037c7fe,45df9d71b80f651fcfd26763eebd027a,23942,angra dos reis,RJ
1043c3cb23bfc3503414f94be4130220,1c39c97eda972b5229e94dad96ccfbb5,35030,governador valadares,MG
632716214ea050e8e513962866f8ed80,c434d58759026b0620ae7f5b73ee7125,6693,itapevi,SP
d9622c31104d945612cdb1e6aac3e8c2,794218e36dffc5ee79443dd3ec5a4ab9,8559,poa,SP
e3f1b1c4b98f6312e51439b307986f10,586759804d595b47030c9bbbf7b4f33c,9271,santo andre,SP
531d4165aa0c1d4fca04d116190313ce,b1c38836e338c83451c86b61f43b54ed,6462,barueri,SP
b36c7156c67dba47caf8b45b81ce7c29,7d7341e000e9fc93c15dd713c7c5aaa9,99700,erechim,RS
6eed6b5d8b1ded4577be75de1db03132,216a722b5668d566af889be36d892dad,6775,taboao da serra,SP
f23784c27d0cc3a0067680936968951a,035e7cd88b7450fd33efeca817081a53,3090,sao paulo,SP
e873ee667c51b3236ae273a6877461a5,2d8a81721a9fffc913004d564182f537,38360,capinopolis,MG
3ad9579dc1a48a1f7cbf8c4ff7205202,9dccf426ec7a1bb812e8e4c0412a5689,17700,osvaldo cruz,SP
cb95eb60ba3fcca766af7a54daf3657e,1f6264e4bba67b9a40a0192ad3dc647f,18530,tiete,SP
a0b5cdd54fb202fb47805688f4577c8f,1d69fcb75a5ae79f19d3607cda9cda2a,18108,sorocaba,SP
698e47900576a48d6407ce5b61a17542,cfa780eb67142c37ab255ddba8bd2467,65047,sao luis,MA
0eb9ab145cd874dd2cd5053dc6f6909e,c01f2f4542bee015df518586e39da8e1,97340,sao sepe,RS
cc492e0bf69baaceb9f1e1d432e63960,073667f98c8956621ffdacb34d7ab922,56260,ipubi,PE
3107f7888284d0508fd187c997533d58,b6aa5a87f6c08e2510324edca009810f,83403,colombo,PR
cc12cc40c551d10e0122e34d2f0e1342,dcc7fb04fd4a19d3099e9f6e505ab08b,9405,ribeirao pires,SP
66a470a0e1d8c76b9a21cb40912bca2f,7411c8ffce71eae65fdba20b924fc6f1,73355,brasilia,DF
5fae9fbd06c81844d036e4d3cf3a9f43,51e6db311b3cfbfd9b1f398dfe34c4ca,3952,sao paulo,SP
40a05273e9dce969b4d09af2d68f1d2f,e120babb5822c67b7af71165ddc16295,15775,santa fe do sul,SP
b80feb27fb4955a21bca55fdb039af17,fe65c76fc3eb742328d1401c521c95b4,6226,osasco,SP
33db03ccbfce5ccb029160ad2c1de78f,5b409ca5e4383fcfa2d21b68c21e5a04,26255,nova iguacu,RJ
a667b0ccd3f9add3a9b796c66beda37f,8318024f29cee9ab3a09981a35fb8b63,4125,sao paulo,SP
4bb18efca428af4eea2d3c7bc8c6596e,527c6fbbe85cdf78ff1645e0a71e266f,3563,sao paulo,SP
c52d49541e95efb5f54fe6b14295c3ce,7bdaec9d7704d9abf914bb357be76a14,13091,campinas,SP
fba700a28090dd4cef5433076c454f4e,4054e1e82fd95a834500737c196bf542,35171,coronel fabriciano,MG
5ce6bccf8e7fd0fd5ee7fcb87cf857ba,fbd53cc62cbd9bfbf21cfde4d6d42fe0,14160,sertaozinho,SP
bd3416ec4a72b10772b79778916c1fb5,254a9ad117407d26a52ee780dfd5216f,17063,bauru,SP
21239b911af74450df7b0ce5b78b39d9,0d9d2172152c87b756cb2d0304c6ad51,88545,palmeira,SC
f43f42c150e9eab7bf629d7e3fb3709f,e5104da1b12ddd51da50b5855176fae1,18115,votorantim,SP
2d76ccbc1cecea0ffef654de59923d87,fd48945800d023ec3d37e7a7298f0cb5,37540,santa rita do sapucai,MG
71b4c6e6533aedf91badc5276da1b344,cf9dee1201f8413d6618ebf94dc94301,81050,curitiba,PR
9dc43b5f2a289fa4e26d504ec141e07d,561bbb81e93ab7de5a54353039c17f19,90650,porto alegre,RS
ee2ae4200c019e2d79caa3433262d63b,ea7eb5e5136faca8760cd23ca8f46410,2731,sao paulo,SP
dcf31fde264db06111ff12f30253f3aa,56c73ec350b2f12203423892fdc32d14,13635,pirassununga,SP
d733d35de46ca9b765e1ab0a59285b9e,2a1498fc7c4e907d9881648ce5464141,23587,rio de janeiro,RJ
b72884b762d45943f29b2b0a10cccc7b,98eda808a1a1f5eae63872339947363b,18460,itarare,SP
